order_id,customer_id,order_date,amount,status
9_0,9,2025-06-10,8.910242852784195,paid
9_1,9,2025-03-03,45.10461004142775,paid
10_0,10,2025-05-30,107.97983865829785,paid
10_1,10,2025-03-11,58.66943342116369,paid
10_2,10,2025-06-13,191.87569165962074,paid
10_3,10,2025-07-15,110.36945097954643,paid
10_4,10,2025-04-16,164.23583126829993,refunded
11_0,11,2025-01-05,45.3780493100388,paid
11_1,11,2025-02-15,171.5790136069668,paid
11_2,11,2025-02-21,198.7910159746589,paid
11_3,11,2025-07-14,150.13184082586352,paid
12_0,12,2025-01-10,12.308242376725355,paid
12_1,12,2025-04-15,183.1345246368841,paid
12_2,12,2025-03-24,43.00562005932655,paid
12_3,12,2025-03-28,379.8893452306961,paid
12_4,12,2025-01-26,70.84679834072372,paid
13_0,13,2025-05-04,68.07749855770868,paid
13_1,13,2025-01-28,6.579126290278035,refunded
13_2,13,2025-05-25,255.35351598049334,paid
13_3,13,2025-01-31,20.495574465229037,paid
14_0,14,2025-04-29,274.5145437113135,paid
14_1,14,2025-04-20,179.64079732493474,paid
14_2,14,2025-03-02,10.065385442306273,paid
14_3,14,2025-06-13,35.616237596340014,refunded
14_4,14,2025-07-09,5.414446375557671,paid
14_5,14,2025-04-02,84.19417176038093,paid
15_0,15,2025-01-13,7.472679691364996,paid
15_1,15,2025-03-17,3.608112881891263,paid
15_2,15,2025-06-25,134.86683892724233,paid
16_0,16,2025-06-12,1.8911431438139856,paid
17_0,17,2025-03-31,107.19848459115423,paid
18_0,18,2025-06-01,98.30257545799319,paid
18_1,18,2025-05-07,26.42568293988251,paid
18_2,18,2025-03-19,7.209378861241975,paid
18_3,18,2025-05-15,143.51866069258756,paid
18_4,18,2025-04-12,86.64906320633538,paid
18_5,18,2025-01-03,22.41053868544506,paid
18_6,18,2025-03-09,67.52681761121431,paid
19_0,19,2025-07-08,42.67142217045117,paid
19_1,19,2025-01-28,126.85319512386002,paid
19_2,19,2025-02-18,9.280827452501736,paid
20_0,20,2025-05-23,87.28059824113312,paid
20_1,20,2025-04-01,19.278449952961672,paid
20_2,20,2025-04-23,60.14970963672271,refunded
20_3,20,2025-03-02,278.30833122767564,paid
20_4,20,2025-02-06,40.53582187934674,paid
20_5,20,2025-03-24,51.23607170936671,paid
20_6,20,2025-07-08,25.765994519365492,refunded
21_0,21,2025-05-19,72.59917788515675,refunded
21_1,21,2025-01-17,16.808909267966733,paid
21_2,21,2025-03-01,126.09838545399931,paid
21_3,21,2025-06-02,55.10041402335947,paid
21_4,21,2025-07-10,186.57902232684097,paid
21_5,21,2025-07-07,88.48944087436703,paid
21_6,21,2025-02-12,7.721794583326911,paid
21_7,21,2025-01-28,265.5979331909072,paid
22_0,22,2025-07-05,90.2946578199288,paid
22_1,22,2025-04-11,24.07108073477911,paid
22_2,22,2025-06-18,26.157498441393507,paid
22_3,22,2025-02-10,77.96445652789984,paid
22_4,22,2025-06-17,35.086000886858066,paid
22_5,22,2025-04-10,160.14778762843727,paid
22_6,22,2025-01-06,21.480645798835674,paid
23_0,23,2025-01-14,50.18721364381741,paid
23_1,23,2025-05-10,153.4246785651088,paid
23_2,23,2025-02-02,19.46748900807361,paid
23_3,23,2025-04-06,188.4245428211567,paid
23_4,23,2025-01-27,58.686505184738756,paid
23_5,23,2025-06-01,197.12445217038345,refunded
24_0,24,2025-01-03,185.07011912198465,paid
24_1,24,2025-04-12,39.01788096167579,paid
24_2,24,2025-04-18,197.75825166913387,paid
24_3,24,2025-07-14,99.43504768064727,paid
24_4,24,2025-05-05,123.56612967104785,paid
24_5,24,2025-02-25,140.51134717468824,paid
24_6,24,2025-04-24,7.283388630745176,paid
25_0,25,2025-02-01,127.72416734339407,paid
25_1,25,2025-04-06,4.265998166786975,refunded
25_2,25,2025-01-30,6.343610698619126,paid
25_3,25,2025-05-17,21.60085471240758,paid
25_4,25,2025-05-11,107.33970172740311,paid
25_5,25,2025-03-05,10.681678078274533,paid
25_6,25,2025-07-05,190.25335583509965,paid
25_7,25,2025-04-15,53.18131946764949,paid
26_0,26,2025-03-20,74.75655427173055,paid
26_1,26,2025-06-02,25.60350532171851,paid
26_2,26,2025-06-07,42.32250006504187,paid
27_0,27,2025-06-18,21.431017290491987,paid
27_1,27,2025-04-25,11.211974152196014,paid
27_2,27,2025-03-25,7.899967199507521,paid
27_3,27,2025-06-17,222.84737238995174,paid
28_0,28,2025-03-26,45.435689693120075,refunded
28_1,28,2025-05-18,3.3071321293898177,paid
28_2,28,2025-06-28,52.88462293780054,paid
28_3,28,2025-07-16,82.46186864214724,paid
28_4,28,2025-02-23,12.026331281288764,paid
28_5,28,2025-05-12,14.908696495928368,paid
28_6,28,2025-03-16,140.13537635133946,paid
28_7,28,2025-04-28,533.4136826886798,paid
29_0,29,2025-07-17,270.1002289101068,paid
29_1,29,2025-06-11,82.6560014792927,paid
29_2,29,2025-01-27,23.266249140249673,paid
29_3,29,2025-04-17,214.05491346724,paid
29_4,29,2025-05-02,43.81085857583584,paid
29_5,29,2025-06-24,326.51845214353784,paid
30_0,30,2025-01-16,145.72880034552216,paid
30_1,30,2025-07-10,48.16773851623194,paid
30_2,30,2025-01-01,96.57514949354253,paid
30_3,30,2025-05-27,276.24891987867034,paid
30_4,30,2025-01-03,34.38658768154944,paid
30_5,30,2025-06-07,219.80159690611538,refunded
31_0,31,2025-04-09,57.98121324098656,refunded
31_1,31,2025-06-03,229.8650244729275,refunded
31_2,31,2025-03-14,117.30195599699702,paid
31_3,31,2025-05-08,73.13046671298824,paid
31_4,31,2025-03-31,11.464627724293493,refunded
32_0,32,2025-03-19,95.44807042779063,paid
32_1,32,2025-02-08,128.73422046090346,refunded
32_2,32,2025-07-09,6.149336728127945,paid
32_3,32,2025-03-02,9.38801410294963,paid
33_0,33,2025-07-01,3.263514088762301,refunded
33_1,33,2025-03-17,294.2616450372308,paid
33_2,33,2025-04-21,15.075662328372799,paid
33_3,33,2025-02-18,15.156521115084512,paid
33_4,33,2025-01-01,66.83184156192357,paid
33_5,33,2025-03-17,25.536590972654928,paid
33_6,33,2025-03-06,118.12779407808142,paid
34_0,34,2025-01-03,31.29061338538426,paid
34_1,34,2025-06-06,28.235805276783392,paid
34_2,34,2025-05-31,27.512328511194255,refunded
34_3,34,2025-04-06,82.61877216719607,paid
34_4,34,2025-07-07,7.064021613992813,paid
34_5,34,2025-05-14,10.150953737255957,paid
35_0,35,2025-06-02,139.5371841289168,paid
35_1,35,2025-07-14,94.79293656444057,paid
35_2,35,2025-03-26,131.0614587000514,paid
35_3,35,2025-02-05,42.39810603972249,paid
35_4,35,2025-04-12,32.23532878317707,paid
35_5,35,2025-05-12,25.84805512657639,paid
35_6,35,2025-06-23,67.44537493555424,paid
35_7,35,2025-03-12,59.50970377838555,paid
36_0,36,2025-01-17,13.090183013718368,paid
37_0,37,2025-02-19,128.27159906146855,paid
37_1,37,2025-04-28,72.70101981112703,paid
37_2,37,2025-04-02,8.5560798382671,paid
37_3,37,2025-06-18,98.75900497302061,paid
37_4,37,2025-02-18,43.29946478336546,paid
37_5,37,2025-03-05,131.21834853641883,paid
38_0,38,2025-04-23,22.017545192063952,paid
38_1,38,2025-07-03,46.79600167466695,refunded
38_2,38,2025-06-02,149.170089469511,paid
38_3,38,2025-06-20,195.49261292205597,paid
38_4,38,2025-05-30,46.18871447631635,paid
38_5,38,2025-07-06,26.093223461983417,refunded
38_6,38,2025-04-19,11.62920902821655,paid
39_0,39,2025-06-07,61.37007583659698,paid
39_1,39,2025-03-06,3.959783253568082,paid
39_2,39,2025-03-12,95.9178352066936,paid
40_0,40,2025-06-25,86.87273629952435,paid
40_1,40,2025-05-13,89.18176366277842,paid
40_2,40,2025-04-24,270.04068833963515,paid
40_3,40,2025-02-05,210.93164627049293,paid
40_4,40,2025-05-15,29.10915329099275,paid
40_5,40,2025-03-03,57.699258150436115,paid
41_0,41,2025-03-19,305.7117615162611,paid
41_1,41,2025-02-06,126.51458597015053,paid
41_2,41,2025-05-14,237.60214578827035,paid
41_3,41,2025-04-16,138.50634466892882,paid
41_4,41,2025-05-23,0.7307427706455487,paid
42_0,42,2025-02-09,67.81528180575971,paid
42_1,42,2025-04-24,191.9317113717125,paid
42_2,42,2025-04-20,264.1895964121412,paid
42_3,42,2025-06-12,254.48190835262676,paid
43_0,43,2025-03-29,67.05962983849265,paid
43_1,43,2025-01-30,11.130996830064904,paid
43_2,43,2025-06-02,49.00093867045132,paid
43_3,43,2025-03-28,23.023259963238313,paid
43_4,43,2025-05-03,272.42334472501784,paid
44_0,44,2025-06-11,206.4534475133569,paid
44_1,44,2025-03-05,34.91179339407078,paid
44_2,44,2025-03-22,54.32449565496801,paid
44_3,44,2025-04-17,115.72015644705189,refunded
45_0,45,2025-06-13,242.88475629654118,paid
45_1,45,2025-04-21,188.86661755357844,paid
45_2,45,2025-01-12,50.26153869480289,paid
45_3,45,2025-05-06,30.130044907409143,paid
46_0,46,2025-04-22,53.56045562330224,paid
46_1,46,2025-01-01,134.10012948700538,paid
46_2,46,2025-02-14,8.02387278470591,refunded
47_0,47,2025-03-18,25.343995033916578,refunded
48_0,48,2025-04-22,28.460204870558748,paid
48_1,48,2025-01-07,22.630825545155435,paid
48_2,48,2025-06-06,81.19154911905568,paid
48_3,48,2025-03-06,42.058688437809565,paid
48_4,48,2025-04-05,214.21873229290242,paid
48_5,48,2025-03-18,43.46954164907632,paid
48_6,48,2025-07-10,3.805695096054953,paid
48_7,48,2025-07-18,24.534452434668534,paid
49_0,49,2025-02-10,12.286293847244883,paid
49_1,49,2025-05-10,21.829183856299466,paid
49_2,49,2025-03-30,119.37673564617455,paid
49_3,49,2025-05-26,101.96058252806294,paid
49_4,49,2025-03-20,200.1944043031785,paid
49_5,49,2025-01-04,29.999181019505688,paid
50_0,50,2025-01-10,20.933192049958844,paid
50_1,50,2025-02-16,42.77224365434816,paid
50_2,50,2025-06-27,69.65880420488824,paid
51_0,51,2025-03-19,20.213930112020183,paid
51_1,51,2025-03-20,45.963700555940086,paid
51_2,51,2025-03-23,47.244872643639866,paid
53_0,53,2025-04-08,37.4331272337069,paid
53_1,53,2025-03-17,58.40513658969107,paid
53_2,53,2025-04-30,57.10740494010219,paid
53_3,53,2025-07-19,4.076470653912232,paid
53_4,53,2025-05-09,49.01720662769426,paid
54_0,54,2025-05-30,190.2972279283882,refunded
54_1,54,2025-06-02,53.43434383671646,paid
54_2,54,2025-07-02,59.516413411977,paid
54_3,54,2025-03-21,99.46850657796504,paid
55_0,55,2025-02-14,206.86682010296664,paid
55_1,55,2025-07-17,134.99477544148775,paid
55_2,55,2025-06-19,69.78818573396147,paid
55_3,55,2025-03-09,51.858428104731914,paid
55_4,55,2025-02-05,593.3763677797667,paid
56_0,56,2025-04-24,103.54454931127314,paid
56_1,56,2025-04-25,56.640830072925965,paid
56_2,56,2025-01-09,26.967712370793333,paid
56_3,56,2025-06-10,63.51753223850746,paid
56_4,56,2025-03-08,19.72038749011889,paid
57_0,57,2025-02-04,144.3462241130955,paid
57_1,57,2025-01-25,29.152668888076978,paid
57_2,57,2025-07-06,21.732340589173056,paid
57_3,57,2025-06-20,95.40473818674664,refunded
57_4,57,2025-05-05,37.160589148516685,paid
57_5,57,2025-06-08,46.197117035274445,paid
57_6,57,2025-07-17,131.02901961435202,paid
57_7,57,2025-05-03,184.06981481216204,paid
58_0,58,2025-03-20,370.2612929072506,paid
58_1,58,2025-01-09,88.49678578287119,paid
58_2,58,2025-01-21,22.80534466062866,paid
58_3,58,2025-01-19,172.75155328111566,paid
58_4,58,2025-02-17,172.7007011004755,paid
59_0,59,2025-02-10,96.858321022933,paid
59_1,59,2025-06-20,56.825121143452094,paid
59_2,59,2025-02-02,124.61196506366876,paid
59_3,59,2025-02-08,29.89766401674817,paid
59_4,59,2025-01-24,256.822052952216,paid
59_5,59,2025-01-16,21.9939536934528,paid
60_0,60,2025-05-25,480.1175185046579,paid
60_1,60,2025-05-27,48.45909921224207,paid
60_2,60,2025-04-19,91.40779816355183,paid
60_3,60,2025-04-02,61.562455433384464,paid
60_4,60,2025-07-19,108.07350554649109,paid
60_5,60,2025-05-22,14.279392637735185,paid
61_0,61,2025-02-27,217.07911157374303,paid
61_1,61,2025-01-28,79.62108705586026,paid
61_2,61,2025-05-26,2.2511508264617572,paid
62_0,62,2025-06-25,118.52987780100321,paid
62_1,62,2025-04-29,21.876555087785253,refunded
62_2,62,2025-02-28,26.17684401923728,paid
62_3,62,2025-04-03,9.262444848857045,paid
62_4,62,2025-01-01,234.9596716333069,paid
62_5,62,2025-05-28,244.09795655081314,paid
63_0,63,2025-04-14,253.75643521359527,paid
63_1,63,2025-01-15,154.10535937254554,paid
63_2,63,2025-03-31,169.3847285201735,paid
64_0,64,2025-04-22,50.48558951795924,paid
64_1,64,2025-03-26,139.3289556994066,paid
65_0,65,2025-02-19,260.66886305415073,paid
65_1,65,2025-02-12,323.85354890501446,paid
65_2,65,2025-05-28,94.24941684410157,paid
65_3,65,2025-02-14,56.20247858352984,paid
65_4,65,2025-06-24,11.074603844548061,paid
65_5,65,2025-04-13,33.74546434618532,paid
65_6,65,2025-03-05,256.2564553689489,paid
66_0,66,2025-04-29,191.30550422982833,refunded
66_1,66,2025-07-14,84.70007585576641,paid
66_2,66,2025-03-06,209.74265155943507,paid
66_3,66,2025-02-06,188.4603297454435,paid
67_0,67,2025-06-01,51.8183552996682,paid
67_1,67,2025-02-09,174.51050822308375,paid
67_2,67,2025-05-31,83.92134684701547,paid
67_3,67,2025-05-02,5.60258649648959,paid
68_0,68,2025-06-14,12.752372388429329,paid
68_1,68,2025-01-09,150.2868541472128,paid
68_2,68,2025-02-07,158.09008618925634,paid
68_3,68,2025-06-02,109.06543641941855,paid
68_4,68,2025-02-06,146.60990294606336,paid
69_0,69,2025-06-10,59.734171726545036,paid
69_1,69,2025-03-02,57.75773106554665,refunded
69_2,69,2025-07-05,0.35554782637256177,refunded
69_3,69,2025-04-13,216.1510889504514,paid
69_4,69,2025-01-07,3.735103084741377,paid
70_0,70,2025-04-22,13.299895067923895,paid
70_1,70,2025-02-28,123.06318145403756,paid
70_2,70,2025-05-09,26.74346547073776,paid
70_3,70,2025-04-20,77.95120084168512,paid
70_4,70,2025-05-23,210.21511103402983,paid
70_5,70,2025-05-30,181.73659633020418,paid
70_6,70,2025-07-11,8.922662336153541,paid
71_0,71,2025-03-21,221.24206636093135,paid
71_1,71,2025-06-09,111.64878724995353,paid
71_2,71,2025-07-08,69.56655997881211,paid
71_3,71,2025-07-16,23.341285412566787,paid
71_4,71,2025-04-27,73.9267225343301,paid
71_5,71,2025-04-23,151.61523998888538,paid
71_6,71,2025-02-22,131.75263396958994,paid
71_7,71,2025-02-10,27.89468879768536,paid
71_8,71,2025-02-19,120.52598274959271,paid
72_0,72,2025-07-19,85.75952594043189,paid
72_1,72,2025-04-11,70.1278036233281,paid
72_2,72,2025-07-05,89.66453869932245,refunded
72_3,72,2025-02-19,105.26051160819061,paid
72_4,72,2025-02-21,11.174338052720406,paid
72_5,72,2025-07-09,26.78869305866814,paid
72_6,72,2025-03-03,47.68858482368695,paid
73_0,73,2025-07-17,68.43002524863971,paid
73_1,73,2025-01-11,168.66110226743118,paid
73_2,73,2025-03-16,318.0678573307936,paid
73_3,73,2025-02-24,30.554184973792925,paid
73_4,73,2025-04-06,35.18467634237373,paid
73_5,73,2025-06-14,240.14569323394025,paid
73_6,73,2025-04-24,21.284061058033803,paid
74_0,74,2025-06-07,9.331267418433047,paid
74_1,74,2025-06-14,267.05953048691214,paid
74_2,74,2025-05-16,81.67246867336804,paid
75_0,75,2025-01-12,93.68306805122177,refunded
75_1,75,2025-05-17,165.822876293944,paid
75_2,75,2025-03-27,0.6428110936142976,paid
76_0,76,2025-01-31,22.746717128972882,paid
76_1,76,2025-01-29,54.51833274792025,paid
76_2,76,2025-06-02,140.46687039478348,paid
76_3,76,2025-05-19,7.24786758668771,paid
77_0,77,2025-01-30,252.780181962989,paid
77_1,77,2025-06-29,29.119056004135345,paid
77_2,77,2025-03-21,151.0582906809662,refunded
77_3,77,2025-06-21,114.30921697433732,paid
77_4,77,2025-01-10,96.7662466619265,paid
77_5,77,2025-04-29,40.89973327195751,paid
77_6,77,2025-01-08,72.98821042023965,paid
77_7,77,2025-05-16,71.49646954414402,paid
78_0,78,2025-06-19,12.826394301815707,paid
78_1,78,2025-03-07,126.36069518030672,paid
78_2,78,2025-07-02,54.1634494709984,refunded
78_3,78,2025-02-06,60.20389832202695,paid
78_4,78,2025-01-01,7.368610600139101,paid
78_5,78,2025-05-24,172.36552210574615,paid
78_6,78,2025-04-17,37.44575052370367,paid
78_7,78,2025-05-24,223.93558926643018,paid
78_8,78,2025-04-26,122.32523172503463,paid
79_0,79,2025-06-18,45.963601793585376,paid
79_1,79,2025-03-31,73.87646649427153,paid
79_2,79,2025-05-06,435.34641427533234,paid
80_0,80,2025-06-26,33.124304535166985,paid
80_1,80,2025-03-13,50.04445243496536,paid
81_0,81,2025-03-29,98.67690112172754,paid
81_1,81,2025-03-06,94.5995375801584,paid
81_2,81,2025-05-02,76.53084643257706,paid
81_3,81,2025-04-07,0.07574850342219287,paid
81_4,81,2025-03-20,26.772752108081,paid
81_5,81,2025-05-09,39.97038955019512,paid
81_6,81,2025-05-19,5.219566400521571,refunded
82_0,82,2025-05-22,44.08398320165861,paid
82_1,82,2025-05-03,84.69642163562618,paid
82_2,82,2025-05-28,126.55923122356263,paid
82_3,82,2025-05-09,134.11451941391334,paid
82_4,82,2025-05-08,110.04280396097165,paid
82_5,82,2025-01-16,4.365342600596614,paid
83_0,83,2025-06-27,178.62772345964447,refunded
83_1,83,2025-01-01,26.30017765194189,paid
83_2,83,2025-04-03,23.609679330212824,paid
84_0,84,2025-04-04,86.15582358019978,paid
84_1,84,2025-06-08,135.29144267516443,paid
84_2,84,2025-03-19,302.5464479520278,paid
84_3,84,2025-03-08,36.89864780543084,paid
84_4,84,2025-03-17,45.26897542861358,paid
84_5,84,2025-05-21,48.993544482518125,paid
85_0,85,2025-05-16,60.698122512490094,paid
85_1,85,2025-02-14,46.96441211668515,paid
85_2,85,2025-03-01,227.68598331971654,paid
85_3,85,2025-05-17,87.87639875211647,paid
85_4,85,2025-06-05,109.89118635514339,paid
85_5,85,2025-02-15,39.25021584096843,paid
85_6,85,2025-02-15,17.27266631797651,paid
85_7,85,2025-04-18,219.5343244260801,paid
86_0,86,2025-05-26,14.241464948643651,paid
86_1,86,2025-07-17,147.93723196760024,paid
86_2,86,2025-07-07,142.16592400375393,paid
86_3,86,2025-03-31,3.00904455073478,paid
87_0,87,2025-02-28,44.976873810062145,paid
87_1,87,2025-04-14,259.99509053682874,paid
87_2,87,2025-06-05,229.26881093182607,paid
87_3,87,2025-04-11,82.87880722071183,paid
87_4,87,2025-04-22,150.80273110044416,paid
88_0,88,2025-04-15,56.669351326129615,paid
88_1,88,2025-03-11,3.438301844656556,paid
88_2,88,2025-05-08,128.83949945016218,paid
88_3,88,2025-01-03,58.9177099853757,paid
88_4,88,2025-02-20,196.0017671446393,refunded
89_0,89,2025-05-19,65.83018832459979,paid
89_1,89,2025-01-27,94.00249608611281,paid
89_2,89,2025-01-12,156.07515241688304,paid
89_3,89,2025-06-01,15.775357531456603,paid
89_4,89,2025-03-27,20.9507935369943,paid
90_0,90,2025-02-25,9.712443114729512,paid
90_1,90,2025-02-17,53.51439263461849,refunded
90_2,90,2025-03-22,361.87055401112895,paid
90_3,90,2025-01-29,106.48039030592322,paid
90_4,90,2025-04-14,10.317383441527483,paid
90_5,90,2025-05-01,108.48007811262603,paid
91_0,91,2025-03-10,15.628650062252051,paid
91_1,91,2025-03-24,50.909011522844715,paid
92_0,92,2025-03-18,389.5988335661924,paid
92_1,92,2025-06-15,6.576599724250415,paid
92_2,92,2025-06-24,172.08545222107833,paid
92_3,92,2025-02-23,68.15114633930519,paid
93_0,93,2025-02-22,87.7943459022952,paid
93_1,93,2025-05-08,71.84590804997758,paid
93_2,93,2025-07-07,119.30277885419885,paid
94_0,94,2025-04-24,1.6968765188867891,refunded
94_1,94,2025-06-30,106.85097117078175,paid
94_2,94,2025-06-18,203.1659819335952,paid
95_0,95,2025-01-08,1.1102711851952682,paid
95_1,95,2025-04-03,154.7072133099653,paid
95_2,95,2025-04-04,71.45264336508126,paid
95_3,95,2025-01-11,1.996743113386882,paid
95_4,95,2025-02-18,28.492907750765607,refunded
96_0,96,2025-06-17,150.04537194320883,paid
96_1,96,2025-01-11,6.656046927897018,paid
96_2,96,2025-02-16,0.8399799011987273,paid
96_3,96,2025-02-21,79.13436047537056,paid
96_4,96,2025-03-03,164.42007921740213,paid
96_5,96,2025-06-25,1.2844284251592408,paid
96_6,96,2025-02-10,124.9665720026711,paid
96_7,96,2025-07-05,129.27446627351483,paid
96_8,96,2025-02-25,177.6285156553326,paid
97_0,97,2025-05-09,33.07521115898657,paid
97_1,97,2025-05-13,86.09455881197329,paid
97_2,97,2025-06-27,435.25567897819366,paid
97_3,97,2025-04-28,63.385165933955534,paid
98_0,98,2025-05-08,65.32477399191554,paid
98_1,98,2025-01-06,7.924568286889714,paid
98_2,98,2025-06-06,30.512305824462892,paid
98_3,98,2025-03-02,66.4845107087269,paid
98_4,98,2025-03-08,25.47740449150508,paid
98_5,98,2025-01-24,22.972207026409784,paid
98_6,98,2025-05-01,66.11043331629338,paid
99_0,99,2025-02-18,22.94191677145861,paid
99_1,99,2025-06-27,188.81747126485683,paid
99_2,99,2025-01-27,145.21601723149215,paid
100_0,100,2025-05-16,52.73864072749864,paid
100_1,100,2025-01-13,44.72945637552801,paid
100_2,100,2025-05-17,65.10589404886097,paid
100_3,100,2025-05-24,9.81667151395186,paid
100_4,100,2025-01-14,40.675567089413725,paid
100_5,100,2025-04-11,222.6860753156929,paid
100_6,100,2025-07-03,396.3523279582878,refunded
100_7,100,2025-05-16,6.00044367545799,paid
100_8,100,2025-06-10,347.577283210684,paid
101_0,101,2025-01-19,126.96814228407567,paid
101_1,101,2025-06-04,103.56348916696136,paid
101_2,101,2025-06-07,7.416949497867254,refunded
101_3,101,2025-01-04,200.74322147898133,paid
102_0,102,2025-04-09,91.33253751776437,paid
102_1,102,2025-02-08,76.18000212688818,paid
102_2,102,2025-05-24,231.04363354722963,paid
102_3,102,2025-01-07,32.89704813750352,paid
102_4,102,2025-02-04,11.482234304834318,paid
102_5,102,2025-05-31,50.44269339610407,paid
102_6,102,2025-07-09,45.54331887193791,paid
103_0,103,2025-07-08,375.69604480104425,paid
103_1,103,2025-05-23,115.49629869401714,paid
103_2,103,2025-06-29,59.617203766563506,paid
103_3,103,2025-05-11,97.4532779002246,paid
103_4,103,2025-03-15,269.5612601819624,paid
103_5,103,2025-02-01,249.21981796307534,paid
104_0,104,2025-05-19,154.0337536316736,paid
104_1,104,2025-02-14,38.56548952612238,paid
104_2,104,2025-05-15,56.58523115664824,paid
104_3,104,2025-06-26,129.0531327450814,paid
105_0,105,2025-02-09,10.44121680527727,paid
105_1,105,2025-05-01,98.27052749997856,paid
106_0,106,2025-05-14,47.835399909708116,paid
106_1,106,2025-02-24,46.488339059680854,paid
106_2,106,2025-07-19,136.50272133929982,paid
106_3,106,2025-06-29,48.87709352947151,paid
106_4,106,2025-06-26,107.07132251966644,paid
106_5,106,2025-03-30,17.242083745945916,refunded
106_6,106,2025-05-24,21.29687779845883,refunded
106_7,106,2025-06-30,110.07329085306876,paid
106_8,106,2025-02-13,12.37844021249912,refunded
106_9,106,2025-02-28,25.602510799365714,paid
107_0,107,2025-04-12,13.129738529783497,paid
107_1,107,2025-06-23,69.76295876007254,paid
107_2,107,2025-03-15,183.99212539319535,paid
107_3,107,2025-05-09,125.98287279885587,paid
107_4,107,2025-01-29,116.28466563399915,paid
107_5,107,2025-06-05,194.2658811281347,paid
108_0,108,2025-03-07,61.729937421584765,paid
108_1,108,2025-03-19,32.377176020892676,paid
108_2,108,2025-01-30,31.722580174609533,paid
108_3,108,2025-02-15,66.38613029207721,paid
108_4,108,2025-05-05,21.111595148171563,paid
108_5,108,2025-03-10,70.8819713924898,paid
108_6,108,2025-01-22,106.20712392208036,paid
108_7,108,2025-07-02,46.95551315193881,paid
109_0,109,2025-02-06,204.49780542346662,paid
109_1,109,2025-03-10,160.68065261796258,paid
109_2,109,2025-06-14,101.52753711457233,paid
109_3,109,2025-02-08,182.53974885487048,paid
110_0,110,2025-02-27,180.16095845763277,paid
110_1,110,2025-06-21,60.97510585993986,paid
110_2,110,2025-01-30,143.76283798166608,paid
110_3,110,2025-03-13,311.4141866221736,paid
110_4,110,2025-04-13,61.56990072466312,paid
110_5,110,2025-06-17,98.52520897281643,paid
110_6,110,2025-04-03,45.954838420728436,paid
110_7,110,2025-04-17,53.200597974370666,paid
110_8,110,2025-06-09,141.0013586195493,paid
110_9,110,2025-03-31,102.62702668129624,paid
110_10,110,2025-07-05,61.11106627536926,refunded
111_0,111,2025-02-16,54.65048677459707,refunded
111_1,111,2025-05-06,6.510858551887296,refunded
111_2,111,2025-03-12,74.96988958280184,paid
111_3,111,2025-06-23,36.38862085932532,paid
111_4,111,2025-03-17,7.719298862227292,paid
111_5,111,2025-07-09,67.0392186109808,paid
112_0,112,2025-05-05,45.10282827504415,paid
112_1,112,2025-05-13,206.7274454681636,paid
112_2,112,2025-03-26,24.885944127209342,paid
112_3,112,2025-06-27,154.7831493726858,paid
